Subscription_Events,,,,,,
event_id,customer_id,event_date,event_type,plan_before,plan_after,mrr_amount
EVT00870,CUST0413,2024-09-16,New,,Growth,2499
EVT00871,CUST0413,2025-10-25,Churn,Growth,,-2499
EVT00872,CUST0414,2024-10-11,New,,Growth,2499
EVT00873,CUST0415,2024-10-24,New,,Growth,2074.17
EVT00874,CUST0415,2025-11-07,Upgrade,Growth,Pro,2905
EVT00875,CUST0416,2024-10-26,New,,Growth,2074.17
EVT00876,CUST0416,2025-04-28,Upgrade,Growth,Pro,2905
EVT00877,CUST0417,2024-10-16,New,,Starter,999
EVT00878,CUST0417,2025-09-08,Churn,Starter,,-999
EVT00879,CUST0417,2025-12-22,Reactivation,,Starter,999
EVT00880,CUST0418,2024-10-27,New,,Growth,2499
EVT00881,CUST0419,2024-10-19,New,,Pro,5999
EVT00882,CUST0420,2024-10-05,New,,Starter,999
EVT00883,CUST0420,2025-01-07,Churn,Starter,,-999
EVT00884,CUST0421,2024-10-30,New,,Starter,829.17
EVT00885,CUST0421,2025-07-09,Churn,Starter,,-829.17
EVT00886,CUST0422,2024-10-18,New,,Growth,2499
EVT00887,CUST0423,2024-10-06,New,,Growth,2499
EVT00888,CUST0424,2024-10-25,New,,Starter,999
EVT00889,CUST0424,2025-04-21,Churn,Starter,,-999
EVT00890,CUST0425,2024-10-09,New,,Growth,2074.17
EVT00891,CUST0425,2025-04-14,Churn,Growth,,-2074.17
EVT00892,CUST0426,2024-10-10,New,,Starter,829.17
EVT00893,CUST0427,2024-10-16,New,,Growth,2499
EVT00894,CUST0427,2025-01-17,Downgrade,Growth,Starter,-1500
EVT00895,CUST0428,2024-10-09,New,,Enterprise,12449.17
EVT00896,CUST0429,2024-10-29,New,,Growth,2499
EVT00897,CUST0429,2025-04-01,Churn,Growth,,-2499
EVT00898,CUST0430,2024-10-10,New,,Enterprise,12449.17
EVT00899,CUST0430,2025-04-28,Downgrade,Enterprise,Pro,-7470
EVT00900,CUST0431,2024-10-30,New,,Enterprise,14999
EVT00901,CUST0432,2024-10-27,New,,Growth,2499
EVT00902,CUST0433,2024-10-05,New,,Enterprise,14999
EVT00903,CUST0433,2025-11-25,Downgrade,Enterprise,Pro,-9000
EVT00904,CUST0434,2024-10-02,New,,Growth,2499
EVT00905,CUST0434,2025-01-31,Churn,Growth,,-2499
EVT00906,CUST0434,2025-03-16,Reactivation,,Growth,2499
EVT00907,CUST0435,2024-10-14,New,,Growth,2499
EVT00908,CUST0435,2025-03-30,Upgrade,Growth,Pro,3500
EVT00909,CUST0435,2025-04-05,Upgrade,Pro,Enterprise,9000
EVT00910,CUST0435,2025-10-21,Churn,Enterprise,,-14999
EVT00911,CUST0436,2024-10-01,New,,Starter,829.17
EVT00912,CUST0437,2024-11-29,New,,Starter,829.17
EVT00913,CUST0437,2025-10-20,Churn,Starter,,-829.17
EVT00914,CUST0438,2024-11-10,New,,Growth,2074.17
EVT00915,CUST0439,2024-11-03,New,,Growth,2074.17
EVT00916,CUST0440,2024-11-30,New,,Growth,2074.17
EVT00917,CUST0441,2024-11-30,New,,Starter,829.17
EVT00918,CUST0442,2024-11-24,New,,Pro,5999
EVT00919,CUST0442,2025-12-26,Upgrade,Pro,Enterprise,9000
EVT00920,CUST0443,2024-11-04,New,,Starter,999
EVT00921,CUST0444,2024-11-17,New,,Growth,2499
EVT00922,CUST0445,2024-11-07,New,,Pro,5999
EVT00923,CUST0446,2024-11-09,New,,Starter,999
EVT00924,CUST0447,2024-11-19,New,,Growth,2074.17
EVT00925,CUST0448,2024-11-13,New,,Growth,2499
EVT00926,CUST0448,2024-12-01,Churn,Growth,,-2499
EVT00927,CUST0449,2024-11-04,New,,Starter,999
EVT00928,CUST0449,2024-12-08,Churn,Starter,,-999
EVT00929,CUST0450,2024-11-01,New,,Growth,2074.17
EVT00930,CUST0450,2025-07-09,Upgrade,Growth,Pro,2905
EVT00931,CUST0451,2024-11-11,New,,Starter,829.17
EVT00932,CUST0452,2024-11-21,New,,Growth,2499
EVT00933,CUST0453,2024-11-10,New,,Starter,999
EVT00934,CUST0453,2025-07-20,Churn,Starter,,-999
EVT00935,CUST0454,2024-11-29,New,,Growth,2074.17
EVT00936,CUST0455,2024-11-12,New,,Growth,2074.17
EVT00937,CUST0455,2024-12-26,Upgrade,Growth,Pro,2905
EVT00938,CUST0456,2024-11-05,New,,Starter,999
EVT00939,CUST0456,2025-08-31,Churn,Starter,,-999
EVT00940,CUST0457,2024-11-30,New,,Starter,829.17
EVT00941,CUST0458,2024-11-25,New,,Pro,4979.17
EVT00942,CUST0458,2025-03-10,Downgrade,Pro,Growth,-2905
EVT00943,CUST0459,2024-12-15,New,,Pro,5999
EVT00944,CUST0459,2025-03-23,Upgrade,Pro,Enterprise,9000
EVT00945,CUST0460,2024-12-02,New,,Starter,999
EVT00946,CUST0460,2025-06-23,Churn,Starter,,-999
EVT00947,CUST0460,2025-10-14,Reactivation,,Starter,999
EVT00948,CUST0461,2024-12-06,New,,Starter,999
EVT00949,CUST0461,2025-03-29,Churn,Starter,,-999
EVT00950,CUST0462,2024-12-23,New,,Starter,999
EVT00951,CUST0463,2024-12-26,New,,Starter,999
EVT00952,CUST0463,2025-06-13,Churn,Starter,,-999
EVT00953,CUST0463,2025-10-15,Reactivation,,Starter,999
EVT00954,CUST0464,2024-12-19,New,,Starter,999
EVT00955,CUST0464,2025-08-09,Upgrade,Starter,Growth,1500
EVT00956,CUST0465,2024-12-24,New,,Growth,2074.17
EVT00957,CUST0466,2024-12-07,New,,Starter,999
EVT00958,CUST0466,2025-03-07,Churn,Starter,,-999
EVT00959,CUST0467,2024-12-03,New,,Starter,999
EVT00960,CUST0468,2024-12-30,New,,Enterprise,14999
EVT00961,CUST0468,2025-07-15,Downgrade,Enterprise,Pro,-9000
EVT00962,CUST0469,2024-12-05,New,,Starter,999
EVT00963,CUST0469,2025-01-10,Churn,Starter,,-999
EVT00964,CUST0469,2025-07-27,Reactivation,,Starter,999
EVT00965,CUST0470,2024-12-28,New,,Enterprise,14999
EVT00966,CUST0471,2024-12-28,New,,Starter,829.17
EVT00967,CUST0472,2024-12-06,New,,Growth,2499
EVT00968,CUST0473,2024-12-08,New,,Growth,2074.17
EVT00969,CUST0473,2025-08-20,Upgrade,Growth,Pro,2905
EVT00970,CUST0474,2024-12-24,New,,Enterprise,14999
EVT00971,CUST0475,2024-12-08,New,,Growth,2074.17
EVT00972,CUST0476,2025-01-29,New,,Starter,999
EVT00973,CUST0476,2025-11-13,Churn,Starter,,-999
EVT00974,CUST0477,2025-01-25,New,,Pro,5999
EVT00975,CUST0477,2025-07-19,Upgrade,Pro,Enterprise,9000
EVT00976,CUST0478,2025-01-02,New,,Starter,999
EVT00977,CUST0479,2025-01-08,New,,Growth,2074.17
EVT00978,CUST0479,2025-10-04,Upgrade,Growth,Pro,2905
EVT00979,CUST0480,2025-01-25,New,,Starter,999
EVT00980,CUST0480,2025-09-01,Churn,Starter,,-999
EVT00981,CUST0481,2025-01-27,New,,Growth,2499
EVT00982,CUST0481,2025-10-17,Downgrade,Growth,Starter,-1500
EVT00983,CUST0482,2025-01-27,New,,Growth,2074.17
EVT00984,CUST0483,2025-01-22,New,,Starter,999
EVT00985,CUST0483,2025-06-22,Churn,Starter,,-999
EVT00986,CUST0484,2025-01-18,New,,Starter,999
EVT00987,CUST0485,2025-01-16,New,,Growth,2499
EVT00988,CUST0486,2025-01-26,New,,Enterprise,14999
EVT00989,CUST0486,2025-11-27,Downgrade,Enterprise,Pro,-9000
EVT00990,CUST0487,2025-01-10,New,,Growth,2499
EVT00991,CUST0487,2025-02-27,Upgrade,Growth,Pro,3500
EVT00992,CUST0488,2025-01-28,New,,Pro,5999
EVT00993,CUST0489,2025-01-15,New,,Pro,5999
EVT00994,CUST0489,2025-07-12,Churn,Pro,,-5999
EVT00995,CUST0490,2025-01-17,New,,Starter,999
EVT00996,CUST0491,2025-01-21,New,,Starter,999
EVT00997,CUST0492,2025-01-24,New,,Pro,5999
EVT00998,CUST0492,2025-02-18,Downgrade,Pro,Growth,-3500
EVT00999,CUST0492,2025-05-21,Upgrade,Growth,Pro,3500
EVT01000,CUST0493,2025-01-20,New,,Starter,999
EVT01001,CUST0493,2025-03-20,Upgrade,Starter,Growth,1500
EVT01002,CUST0493,2025-04-20,Churn,Growth,,-2499
EVT01003,CUST0494,2025-01-24,New,,Starter,829.17
EVT01004,CUST0494,2025-08-10,Upgrade,Starter,Growth,1245
EVT01005,CUST0495,2025-01-11,New,,Growth,2074.17
EVT01006,CUST0496,2025-01-24,New,,Starter,999
EVT01007,CUST0497,2025-01-23,New,,Pro,5999
EVT01008,CUST0498,2025-02-25,New,,Pro,5999
EVT01009,CUST0498,2025-05-10,Churn,Pro,,-5999
EVT01010,CUST0499,2025-02-10,New,,Growth,2499
EVT01011,CUST0500,2025-02-04,New,,Growth,2499
EVT01012,CUST0501,2025-02-14,New,,Pro,5999
EVT01013,CUST0502,2025-02-01,New,,Pro,4979.17
EVT01014,CUST0502,2025-03-22,Downgrade,Pro,Growth,-2905
EVT01015,CUST0503,2025-02-14,New,,Enterprise,14999
EVT01016,CUST0504,2025-02-19,New,,Starter,999
EVT01017,CUST0505,2025-02-11,New,,Growth,2074.17
EVT01018,CUST0506,2025-02-16,New,,Enterprise,14999
EVT01019,CUST0506,2025-03-04,Downgrade,Enterprise,Pro,-9000
EVT01020,CUST0507,2025-02-05,New,,Growth,2499
EVT01021,CUST0507,2025-04-16,Churn,Growth,,-2499
EVT01022,CUST0507,2025-06-11,Reactivation,,Growth,2499
EVT01023,CUST0508,2025-02-21,New,,Starter,829.17
EVT01024,CUST0509,2025-02-27,New,,Starter,829.17
EVT01025,CUST0510,2025-02-08,New,,Starter,829.17
EVT01026,CUST0511,2025-02-12,New,,Starter,999
EVT01027,CUST0512,2025-02-16,New,,Growth,2074.17
EVT01028,CUST0512,2025-05-09,Downgrade,Growth,Starter,-1245
EVT01029,CUST0513,2025-02-01,New,,Starter,999
EVT01030,CUST0514,2025-02-10,New,,Growth,2499
EVT01031,CUST0515,2025-02-26,New,,Pro,5999
EVT01032,CUST0515,2025-08-21,Upgrade,Pro,Enterprise,9000
EVT01033,CUST0516,2025-02-08,New,,Pro,5999
EVT01034,CUST0517,2025-02-09,New,,Growth,2074.17
EVT01035,CUST0518,2025-03-19,New,,Starter,999
EVT01036,CUST0519,2025-03-03,New,,Starter,829.17
EVT01037,CUST0520,2025-03-16,New,,Starter,999
EVT01038,CUST0521,2025-03-28,New,,Growth,2499
EVT01039,CUST0521,2025-11-11,Downgrade,Growth,Starter,-1500
EVT01040,CUST0522,2025-03-04,New,,Growth,2074.17
EVT01041,CUST0522,2025-04-28,Upgrade,Growth,Pro,2905
EVT01042,CUST0523,2025-03-23,New,,Starter,829.17
EVT01043,CUST0524,2025-03-22,New,,Starter,829.17
EVT01044,CUST0524,2025-05-09,Upgrade,Starter,Growth,1245
EVT01045,CUST0525,2025-03-30,New,,Growth,2499
EVT01046,CUST0526,2025-03-25,New,,Enterprise,14999
EVT01047,CUST0527,2025-03-19,New,,Starter,999
EVT01048,CUST0528,2025-03-05,New,,Starter,829.17
EVT01049,CUST0529,2025-03-04,New,,Growth,2499
EVT01050,CUST0529,2025-06-09,Churn,Growth,,-2499
EVT01051,CUST0530,2025-03-25,New,,Pro,5999
EVT01052,CUST0530,2025-06-21,Churn,Pro,,-5999
EVT01053,CUST0531,2025-03-01,New,,Starter,829.17
EVT01054,CUST0532,2025-03-31,New,,Growth,2499
EVT01055,CUST0533,2025-03-13,New,,Starter,999
EVT01056,CUST0534,2025-03-03,New,,Starter,999
EVT01057,CUST0534,2025-04-23,Churn,Starter,,-999
EVT01058,CUST0535,2025-03-21,New,,Starter,829.17
EVT01059,CUST0535,2025-07-31,Churn,Starter,,-829.17
EVT01060,CUST0536,2025-03-01,New,,Starter,999
EVT01061,CUST0537,2025-04-05,New,,Starter,999
EVT01062,CUST0537,2025-11-29,Churn,Starter,,-999
EVT01063,CUST0538,2025-04-17,New,,Starter,999
EVT01064,CUST0539,2025-04-03,New,,Starter,999
EVT01065,CUST0539,2025-12-21,Churn,Starter,,-999
EVT01066,CUST0540,2025-04-01,New,,Pro,4979.17
EVT01067,CUST0540,2025-11-10,Downgrade,Pro,Growth,-2905
EVT01068,CUST0541,2025-04-29,New,,Starter,999
EVT01069,CUST0542,2025-04-13,New,,Growth,2499
EVT01070,CUST0543,2025-04-05,New,,Starter,999
EVT01071,CUST0544,2025-04-16,New,,Starter,999
EVT01072,CUST0544,2025-10-07,Churn,Starter,,-999
EVT01073,CUST0545,2025-04-21,New,,Starter,999
EVT01074,CUST0545,2025-07-17,Churn,Starter,,-999
EVT01075,CUST0546,2025-04-05,New,,Growth,2499
EVT01076,CUST0546,2025-05-25,Downgrade,Growth,Starter,-1500
EVT01077,CUST0546,2025-07-08,Upgrade,Starter,Growth,1500
EVT01078,CUST0547,2025-04-20,New,,Enterprise,14999
EVT01079,CUST0548,2025-04-27,New,,Starter,999
EVT01080,CUST0548,2025-07-29,Churn,Starter,,-999
EVT01081,CUST0548,2025-09-26,Reactivation,,Starter,999
EVT01082,CUST0549,2025-04-23,New,,Starter,999
EVT01083,CUST0549,2025-09-28,Upgrade,Starter,Growth,1500
EVT01084,CUST0550,2025-04-11,New,,Starter,829.17
EVT01085,CUST0550,2025-11-26,Churn,Starter,,-829.17
EVT01086,CUST0551,2025-04-11,New,,Enterprise,12449.17
EVT01087,CUST0552,2025-04-04,New,,Pro,5999
EVT01088,CUST0552,2025-09-26,Upgrade,Pro,Enterprise,9000
EVT01089,CUST0553,2025-04-22,New,,Growth,2499
EVT01090,CUST0554,2025-04-23,New,,Enterprise,14999
EVT01091,CUST0554,2025-10-20,Churn,Enterprise,,-14999
EVT01092,CUST0555,2025-04-03,New,,Pro,4979.17
EVT01093,CUST0556,2025-04-09,New,,Starter,999
EVT01094,CUST0557,2025-05-20,New,,Pro,5999
EVT01095,CUST0557,2025-10-13,Upgrade,Pro,Enterprise,9000
EVT01096,CUST0558,2025-05-30,New,,Starter,999
EVT01097,CUST0558,2025-07-22,Churn,Starter,,-999
EVT01098,CUST0559,2025-05-23,New,,Starter,829.17
EVT01099,CUST0560,2025-05-25,New,,Growth,2499
EVT01100,CUST0561,2025-05-19,New,,Starter,999
EVT01101,CUST0562,2025-05-01,New,,Enterprise,14999
EVT01102,CUST0563,2025-05-18,New,,Starter,829.17
EVT01103,CUST0563,2025-11-11,Upgrade,Starter,Growth,1245
EVT01104,CUST0564,2025-05-15,New,,Starter,999
EVT01105,CUST0565,2025-05-16,New,,Starter,829.17
EVT01106,CUST0566,2025-05-04,New,,Starter,829.17
EVT01107,CUST0567,2025-05-07,New,,Starter,999
EVT01108,CUST0567,2025-06-22,Churn,Starter,,-999
EVT01109,CUST0568,2025-05-24,New,,Starter,999
EVT01110,CUST0569,2025-05-23,New,,Starter,999
EVT01111,CUST0569,2025-11-05,Churn,Starter,,-999
EVT01112,CUST0570,2025-05-22,New,,Pro,5999
EVT01113,CUST0571,2025-05-11,New,,Growth,2499
EVT01114,CUST0572,2025-05-13,New,,Enterprise,14999
EVT01115,CUST0572,2025-07-24,Downgrade,Enterprise,Pro,-9000
EVT01116,CUST0573,2025-05-01,New,,Growth,2499
EVT01117,CUST0574,2025-05-01,New,,Starter,999
EVT01118,CUST0575,2025-05-26,New,,Starter,829.17
EVT01119,CUST0576,2025-06-06,New,,Starter,829.17
EVT01120,CUST0577,2025-06-22,New,,Starter,999
EVT01121,CUST0578,2025-06-13,New,,Enterprise,14999
EVT01122,CUST0579,2025-06-28,New,,Growth,2499
EVT01123,CUST0580,2025-06-26,New,,Starter,999
EVT01124,CUST0581,2025-06-11,New,,Growth,2499
EVT01125,CUST0581,2025-09-01,Churn,Growth,,-2499
EVT01126,CUST0582,2025-06-23,New,,Starter,999
EVT01127,CUST0583,2025-06-19,New,,Starter,999
EVT01128,CUST0583,2025-09-21,Churn,Starter,,-999
EVT01129,CUST0584,2025-06-23,New,,Starter,999
EVT01130,CUST0584,2025-11-10,Churn,Starter,,-999
EVT01131,CUST0585,2025-06-06,New,,Starter,999
EVT01132,CUST0586,2025-06-01,New,,Growth,2074.17
EVT01133,CUST0587,2025-06-18,New,,Starter,999
EVT01134,CUST0588,2025-06-23,New,,Starter,999
EVT01135,CUST0589,2025-06-26,New,,Starter,999
EVT01136,CUST0590,2025-07-10,New,,Starter,999
EVT01137,CUST0591,2025-07-16,New,,Growth,2074.17
EVT01138,CUST0591,2025-11-09,Downgrade,Growth,Starter,-1245
EVT01139,CUST0592,2025-07-25,New,,Starter,999
EVT01140,CUST0593,2025-07-25,New,,Growth,2074.17
EVT01141,CUST0594,2025-07-24,New,,Starter,999
EVT01142,CUST0595,2025-07-09,New,,Pro,5999
EVT01143,CUST0595,2025-09-30,Churn,Pro,,-5999
EVT01144,CUST0596,2025-07-25,New,,Starter,829.17
EVT01145,CUST0597,2025-07-12,New,,Pro,5999
EVT01146,CUST0598,2025-07-07,New,,Starter,999
EVT01147,CUST0598,2025-08-14,Churn,Starter,,-999
EVT01148,CUST0599,2025-07-20,New,,Growth,2499
EVT01149,CUST0600,2025-07-10,New,,Starter,829.17
EVT01150,CUST0601,2025-07-29,New,,Enterprise,14999
EVT01151,CUST0601,2025-10-13,Churn,Enterprise,,-14999
EVT01152,CUST0602,2025-07-30,New,,Enterprise,12449.17
EVT01153,CUST0602,2025-12-13,Downgrade,Enterprise,Pro,-7470
EVT01154,CUST0603,2025-07-28,New,,Pro,5999
EVT01155,CUST0604,2025-07-08,New,,Starter,999
EVT01156,CUST0604,2025-08-24,Upgrade,Starter,Growth,1500
EVT01157,CUST0605,2025-07-21,New,,Starter,999
EVT01158,CUST0606,2025-07-29,New,,Growth,2499
EVT01159,CUST0607,2025-07-30,New,,Growth,2499
EVT01160,CUST0608,2025-07-01,New,,Enterprise,14999
EVT01161,CUST0609,2025-07-28,New,,Growth,2499
EVT01162,CUST0610,2025-07-27,New,,Starter,829.17
EVT01163,CUST0611,2025-07-11,New,,Starter,829.17
EVT01164,CUST0612,2025-07-26,New,,Starter,829.17
EVT01165,CUST0612,2025-10-02,Churn,Starter,,-829.17
EVT01166,CUST0613,2025-08-27,New,,Starter,999
EVT01167,CUST0614,2025-08-15,New,,Starter,829.17
EVT01168,CUST0615,2025-08-23,New,,Enterprise,14999
EVT01169,CUST0616,2025-08-09,New,,Starter,829.17
EVT01170,CUST0616,2025-11-19,Churn,Starter,,-829.17
EVT01171,CUST0617,2025-08-29,New,,Starter,999
EVT01172,CUST0617,2025-09-23,Churn,Starter,,-999
EVT01173,CUST0618,2025-08-23,New,,Starter,999
EVT01174,CUST0618,2025-12-19,Churn,Starter,,-999
EVT01175,CUST0619,2025-08-01,New,,Growth,2074.17
EVT01176,CUST0620,2025-08-17,New,,Starter,999
EVT01177,CUST0621,2025-08-04,New,,Starter,999
EVT01178,CUST0622,2025-09-03,New,,Growth,2499
EVT01179,CUST0623,2025-09-05,New,,Starter,829.17
EVT01180,CUST0624,2025-09-03,New,,Growth,2499
EVT01181,CUST0625,2025-09-15,New,,Starter,999
EVT01182,CUST0625,2025-11-27,Churn,Starter,,-999
EVT01183,CUST0626,2025-09-14,New,,Growth,2499
EVT01184,CUST0627,2025-09-04,New,,Pro,5999
EVT01185,CUST0627,2025-10-07,Downgrade,Pro,Growth,-3500
EVT01186,CUST0627,2025-12-11,Upgrade,Growth,Pro,3500
EVT01187,CUST0628,2025-09-14,New,,Growth,2499
EVT01188,CUST0629,2025-09-08,New,,Starter,999
EVT01189,CUST0630,2025-09-25,New,,Growth,2499
EVT01190,CUST0631,2025-09-07,New,,Starter,999
EVT01191,CUST0632,2025-09-26,New,,Growth,2074.17
EVT01192,CUST0633,2025-09-21,New,,Starter,999
EVT01193,CUST0634,2025-09-12,New,,Growth,2074.17
EVT01194,CUST0635,2025-09-14,New,,Starter,829.17
EVT01195,CUST0636,2025-09-25,New,,Growth,2074.17
EVT01196,CUST0637,2025-10-07,New,,Growth,2499
EVT01197,CUST0638,2025-10-10,New,,Enterprise,14999
EVT01198,CUST0639,2025-10-21,New,,Starter,999
EVT01199,CUST0640,2025-10-10,New,,Growth,2499
EVT01200,CUST0641,2025-10-05,New,,Pro,4979.17
EVT01201,CUST0642,2025-10-27,New,,Starter,999
EVT01202,CUST0643,2025-10-28,New,,Growth,2074.17
EVT01203,CUST0644,2025-10-04,New,,Starter,829.17
EVT01204,CUST0645,2025-10-24,New,,Growth,2499
EVT01205,CUST0646,2025-10-01,New,,Starter,999
EVT01206,CUST0647,2025-10-26,New,,Enterprise,14999
EVT01207,CUST0648,2025-10-28,New,,Starter,829.17
EVT01208,CUST0649,2025-10-26,New,,Pro,5999
EVT01209,CUST0650,2025-10-19,New,,Growth,2499
EVT01210,CUST0651,2025-10-16,New,,Growth,2499
EVT01211,CUST0652,2025-10-04,New,,Starter,999
EVT01212,CUST0653,2025-10-02,New,,Starter,999
EVT01213,CUST0654,2025-10-30,New,,Starter,999
EVT01214,CUST0654,2025-11-24,Churn,Starter,,-999
EVT01215,CUST0655,2025-10-18,New,,Enterprise,12449.17
EVT01216,CUST0656,2025-10-24,New,,Starter,999
EVT01217,CUST0657,2025-10-04,New,,Pro,5999
EVT01218,CUST0658,2025-10-02,New,,Starter,829.17
EVT01219,CUST0659,2025-10-25,New,,Pro,4979.17
EVT01220,CUST0660,2025-10-12,New,,Starter,999
EVT01221,CUST0661,2025-10-20,New,,Growth,2499
EVT01222,CUST0661,2025-12-23,Churn,Growth,,-2499
EVT01223,CUST0662,2025-10-25,New,,Starter,829.17
EVT01224,CUST0663,2025-10-01,New,,Pro,5999
EVT01225,CUST0664,2025-10-27,New,,Starter,999
EVT01226,CUST0665,2025-10-28,New,,Starter,999
EVT01227,CUST0665,2025-11-08,Churn,Starter,,-999
EVT01228,CUST0666,2025-10-14,New,,Starter,829.17
EVT01229,CUST0667,2025-11-09,New,,Enterprise,14999
EVT01230,CUST0668,2025-11-17,New,,Pro,4979.17
EVT01231,CUST0669,2025-11-19,New,,Growth,2074.17
EVT01232,CUST0670,2025-11-03,New,,Starter,829.17
EVT01233,CUST0671,2025-11-05,New,,Starter,999
EVT01234,CUST0672,2025-11-26,New,,Starter,999
EVT01235,CUST0672,2025-12-22,Churn,Starter,,-999
EVT01236,CUST0673,2025-11-03,New,,Starter,999
EVT01237,CUST0674,2025-11-05,New,,Pro,5999
EVT01238,CUST0675,2025-11-04,New,,Starter,999
EVT01239,CUST0676,2025-11-10,New,,Enterprise,14999
EVT01240,CUST0677,2025-11-26,New,,Pro,5999
EVT01241,CUST0678,2025-11-11,New,,Starter,829.17
EVT01242,CUST0679,2025-11-13,New,,Growth,2074.17
EVT01243,CUST0680,2025-11-06,New,,Growth,2499
EVT01244,CUST0681,2025-11-18,New,,Pro,5999
EVT01245,CUST0682,2025-11-05,New,,Growth,2074.17
EVT01246,CUST0683,2025-11-08,New,,Starter,829.17
EVT01247,CUST0684,2025-11-21,New,,Pro,5999
EVT01248,CUST0685,2025-11-03,New,,Growth,2074.17
EVT01249,CUST0686,2025-11-26,New,,Starter,999
EVT01250,CUST0687,2025-12-11,New,,Pro,4979.17
EVT01251,CUST0688,2025-12-30,New,,Enterprise,14999
EVT01252,CUST0689,2025-12-01,New,,Pro,5999
EVT01253,CUST0690,2025-12-06,New,,Starter,999
EVT01254,CUST0691,2025-12-20,New,,Starter,999
EVT01255,CUST0692,2025-12-14,New,,Starter,999
EVT01256,CUST0693,2025-12-05,New,,Starter,999
EVT01257,CUST0694,2025-12-08,New,,Growth,2074.17
EVT01258,CUST0695,2025-12-12,New,,Enterprise,12449.17
EVT01259,CUST0696,2025-12-19,New,,Pro,5999
EVT01260,CUST0697,2025-12-11,New,,Starter,999
EVT01261,CUST0698,2025-12-09,New,,Starter,829.17
EVT01262,CUST0699,2025-12-08,New,,Growth,2074.17
EVT01263,CUST0700,2025-12-18,New,,Starter,999
EVT01264,CUST0701,2025-12-13,New,,Growth,2074.17
EVT01265,CUST0702,2025-12-26,New,,Starter,999
EVT01266,CUST0703,2025-12-31,New,,Starter,829.17
EVT01267,CUST0704,2025-12-27,New,,Starter,829.17
EVT01268,CUST0705,2025-12-03,New,,Starter,999
EVT01269,CUST0706,2025-12-16,New,,Growth,2499
EVT01270,CUST0707,2025-12-05,New,,Pro,5999
EVT01271,CUST0708,2025-12-11,New,,Pro,4979.17
